id,brand,name,assistant,version,model_scope,market,status,family,surface,trigger,modalities,context,referential_type,referential_modes,capabilities,action_result,limitations,evidence_ids,evidence_grade,flow_steps,media_ids,visual_status,video_status,verification_note,entry_evidence_grade,source_type,source_path,created_in,feature_id,feature_name,slide,source_urls
HUA-E026,huawei,图库长按对象抠图后识图搜索,小艺,HarmonyOS 5.0及以上；相关图片与对象需支持,中国大陆华为手机；仅限引用文档明确支持的系统、机型及应用版本，不外推到平板、PC或全系手机；AI模型型号未核定。,中国大陆,正式可用（文档限定范围）,原生应用 AI,图库图片详情,图库图片内长按对象，抠图后点识图搜索,触控 | 图片,图库图片详情；具体上下文见flow_steps,混合方式,混合方式,视觉搜索 | 对象选择,视觉搜索／对象选择；结果及限制见步骤与limitations,未证实全图库固定智慧识图按钮；仅核定此对象路径。,N-H06,A,在图库打开图片 | 长按需要识别的对象进行抠图 | 在对象操作中点击识图搜索 | 检查匹配结果，必要时换对象或图片,IMG-153 | IMG-161 | IMG-162,有界面/功能示意（见媒体边界）,VIDEO_GAP,2026-09-08独立核对官方正文。覆盖旧的笼统版本、触发及能力表述；本条为桌面研究，未完成实机测试。,,,,,HUA-F22,相机识物与图库抠图,74,https://consumer.huawei.com/cn/support/content/zh-cn16021520/
HUA-E027,huawei,图库多选照片后一键成片（含AI灵动）,小艺,HarmonyOS 6.0/6.1/7.0；AI灵动另受机型限制,中国大陆华为手机；仅限引用文档明确支持的系统、机型及应用版本，不外推到平板、PC或全系手机；AI模型型号未核定。,中国大陆,正式可用（文档限定范围）,原生应用 AI,图库／花瓣剪辑,图库多选 > 创作 > 一键成片,触控 | 图片 | 视频,图库／花瓣剪辑；具体上下文见flow_steps,混合方式,混合方式,影像成片,影像成片；结果及限制见步骤与limitations,MatePad Pro12.2(2024)、畅享70X/90及Pura X外屏等受AI灵动限制；普通模板成片不能全部当生成式AI，顺序受素材选择影响。,AUD-HUA-S013 | AUD-HUA-S014,A,在图库选择多张照片或视频 | 点击创作 > 一键成片 | 选择主题、时长；在支持机型选择AI灵动 | 生成后检查并编辑模板，保存成片,AUDIMG-238 | AUDIMG-237 | AUDIMG-236 | AUDIMG-235 | AUDIMG-234 | AUDIMG-232 | AUDIMG-231 | AUDIMG-230 | AUDIMG-229 | AUDIMG-228 | AUDIMG-227 | AUDIMG-223,有界面/功能示意（见媒体边界）,VIDEO_GAP,2026-09-08独立核对官方正文。覆盖旧的笼统版本、触发及能力表述；本条为桌面研究，未完成实机测试。,,,,,HUA-F23,图库一键成片,74,https://consumer.huawei.com/cn/support/content/zh-cn16075746/ | https://consumer.huawei.com/cn/support/content/zh-cn16070676/
HUA-E067,huawei,图库已有视频编辑页进入一键成片,图库AI（界面未标助手）,机型与系统build未显示；编码器Openharmony6.1仅元数据，不作为鸿蒙7实测,手机实录，具体机型与图库build未显示,简体中文界面；销售市场未显示,本地录屏已观察；机型适配范围未核,原生应用AI,图库已有视频编辑页,已有视频编辑页 > 右上彩色AI图标,触控,当前编辑素材；已有视频编辑页，不点选屏幕对象,无指代,无指代,主题选择 | AI灵动限制提示 | 关闭面板返回编辑,关闭一键成片面板，恢复原视频编辑页,本地实录，版本未核；编码器Openharmony6.1仅元数据。关闭面板后仍在编辑器，未生成或保存。,HW42-S01,LOCAL_OBSERVED,已有视频编辑页，点右上彩色AI图标 | 选自然风景；点AI灵动，提示素材不支持 | 点右上×回到原视频编辑页；未生成或保存,HW42-01,SOURCE_FRAMES_AVAILABLE,LOCAL_CLIP,本地原帧观察；不将编码器标识当作系统版本证明。未生成、保存或退出编辑器。,LOCAL_OBSERVED,user_local_phone_recording,sources/HW42-S01-local-phone-gallery.mp4,V42,HUA-F23,图库一键成片,74,
HUA-E050,huawei,华为音乐内音乐助手创建AI歌单,小艺／对应华为原生应用助手,HarmonyOS 5.0及以上；华为音乐1.0.18.X及以上；HM7另有Agent演示,手机；官方音乐文档支持的系统/App版本。V08为手机形态演示，具体型号未标；不假定音乐助手模型。,中国大陆,正式可用（文档限定范围）,原生应用 AI,华为音乐 > 我的 > 自建歌单,在我的自建歌单下选择音乐助手或创建，描述需求,触控 | 文本,华为音乐 > 我的 > 自建歌单,混合方式,混合方式,歌单生成,歌单生成；具体可确认结果见flow_steps与limitations,最多100首等限制依应用文档；V08是手机形态，展示助手对话生成歌单，未拍完整从我的页进入的过程，不能认定HM7入口位置与旧版完全相同。,AUD-HUA-S007 | N-H01,A,打开华为音乐 > 我的 > 自建歌单 | 选择音乐助手或创建歌单 | 描述想听的风格或场景 | 检查生成歌单并保存,H7-V08,官方功能示意，设备形态见媒体,LOCAL_CLIP,2026-09-08独立官方证据审核；确切范围见evidence_ids、version与limitations。UX为桌研推断。,,,,,HUA-F24,音乐推荐与歌单收藏,78,https://consumer.huawei.com/cn/support/content/zh-cn16078039/ | https://consumer.huawei.com/cn/harmonyos-7/ | https://consumer.huawei.com/content/dam/huawei-cbg-site/cn/mkt/harmonyos-7/video/xiaoyi/xiaoyi-agent-3.mp4
HUA-E051,huawei,小艺影视助手推荐片单与手动播放,小艺／对应华为原生应用助手,HarmonyOS 6.0及以上；小艺11.3.9.330／华为视频1.1.50.300及以上,中国大陆华为手机；严格按引用支持页的系统、机型和App版本适配。跨端示例另标；AI模型型号与部署位置未核定。,中国大陆,正式可用（文档限定范围）,原生应用 AI,小艺影视助手与华为视频,说打开影视助手，或从智能体广场搜索进入,语音 | 文本 | 触控,小艺影视助手与华为视频,混合方式,混合方式,影片推荐,影片推荐；具体可确认结果见flow_steps与limitations,受华为视频版权片库限制；官方明确不支持说播放第几部，也不支持编辑单片或片单名。V09为大屏形态机型未标，另展示观影问答但不是语音自动播放证明。,AUD-HUA-S008 | N-H01,A,唤醒小艺说打开影视助手；或在智能体广场搜索影视助手 | 描述喜欢的类型和观影需求 | 对推荐片单点击收藏并按提示进入华为视频保存 | 在华为视频手动点击目标影片播放,H7-V09,官方功能示意，设备形态见媒体,LOCAL_CLIP,2026-09-08独立官方证据审核；确切范围见evidence_ids、version与limitations。UX为桌研推断。,,,,,HUA-F25,影视推荐与边看边问,78,https://consumer.huawei.com/cn/support/content/zh-cn16084597/ | https://consumer.huawei.com/cn/harmonyos-7/ | https://consumer.huawei.com/content/dam/huawei-cbg-site/cn/mkt/harmonyos-7/video/xiaoyi/xiaoyi-agent-4.mp4
HUA-E052,huawei,华为阅读当前书内容问答,小艺／对应华为原生应用助手,HarmonyOS5.0及以上支持页；小艺11.3.9.330、阅读3.1.52.300及以上；演示机型/build未标,中国大陆支持指南称不限制设备型号；演示机型与系统build未标，未做全机型验证。,中国大陆,正式可用（文档限定范围）,原生应用 AI,华为阅读阅读页,点击阅读页中间后选择阅读助手,触控 | 文本 | 语音,当前已打开书籍，与本书相关的建议问题,混合方式,主动上下文 | 对话指代,书籍理解,助手回答逐步输出；末态仍为AI生成中，未展示退出,官网全书智能问答功能下，本片仅示当前书内容介绍，不证明全文读取或任意问答准确性；不支持文件上传；回答未完成。,AUD-HUA-S009,A,点击阅读页中间显示阅读菜单（指南步骤，视频点击瞬间不清） | 选择阅读助手（指南步骤；视频可见入口及随后浮层） | 从本书建议问题提交书籍内容介绍（视频可见提交气泡） | 查看逐步输出的内容介绍；末态仍在生成，未展示关闭,AUDIMG-187 | HR35-01,官方分帧动图；实际动作边界见media_verification,LOCAL_CLIP,2026-09-09 V35审核官方动图；原URL见截止日前R1正文存档，当前下载字节不等同历史字节验证；未进行真机任务实验。,,,,,HUA-F26,阅读荐书、问书与选词,79,https://consumer.huawei.com/cn/support/content/zh-cn16077459/
HUA-E053,huawei,华为阅读选中文字后问阅读助手,小艺／对应华为原生应用助手,HarmonyOS5.0及以上支持页；小艺11.3.9.330、阅读3.1.52.300及以上；演示机型/build未标,中国大陆支持指南称不限制设备型号；演示机型与系统build未标，未做全机型验证。,中国大陆,正式可用（文档限定范围）,键盘与选中文本菜单,华为阅读正文文字选区 > 问助手,正文按住文字并调整选区，选区菜单问助手,触控 | 文本,选中钙华沉积＋当前书籍和章节,文本选择,文本选择 | 主动上下文,选区解释 | 阅读问答,助手回答逐步输出；末态仍为AI生成中，未展示退出,仅华为阅读内选区问助手，非任意App系统菜单或系统分享；示例词条直接进入助手，未展示再次手动输入问题；回答未完成。,AUD-HUA-S009,A,在正文按住文字形成选区 | 调整选区覆盖钙华沉积 | 选择菜单问助手，词条进入对话（点击瞬间不清） | 查看结合书籍与章节的解释；末态仍在生成，未展示退出,HR35-02,官方分帧动图；实际动作边界见media_verification,LOCAL_CLIP,2026-09-09 V35审核官方动图；原URL见截止日前R1正文存档，当前下载字节不等同历史字节验证；未进行真机任务实验。,,,,,HUA-F26,阅读荐书、问书与选词,79,https://consumer.huawei.com/cn/support/content/zh-cn16077459/
HUA-E054,huawei,华为阅读书城情绪找书,小艺／对应华为原生应用助手,小艺11.3.9.330／华为阅读3.1.52.300及以上；HM7有找书演示,中国大陆华为手机；严格按引用支持页的系统、机型和App版本适配。跨端示例另标；AI模型型号与部署位置未核定。,中国大陆,正式可用（文档限定范围）,原生应用 AI,华为阅读书城右上阅读助手,书城右上打开助手后描述心情或偏好,触控 | 文本 | 语音,华为阅读书城右上阅读助手,混合方式,混合方式,图书推荐,图书推荐；具体可确认结果见flow_steps与limitations,H7-V10画面是大屏形态，型号未标；不作为直板手机控件尺寸或布局证明。,AUD-HUA-S009 | N-H01,A,打开华为阅读并进入书城 | 点击右上阅读助手 | 描述当前心情或想读的主题 | 查看推荐并点击具体书籍进入详情,H7-V10,官方功能示意，设备形态见媒体,LOCAL_CLIP,2026-09-08独立官方证据审核；确切范围见evidence_ids、version与limitations。UX为桌研推断。,,,,,HUA-F26,阅读荐书、问书与选词,79,https://consumer.huawei.com/cn/support/content/zh-cn16077459/ | https://consumer.huawei.com/cn/harmonyos-7/ | https://consumer.huawei.com/content/dam/huawei-cbg-site/cn/mkt/harmonyos-7/video/xiaoyi/xiaoyi-agent-5.mp4
HUA-E057,huawei,HM7主题详情AI个性化与编辑生成,小艺／对应华为原生应用助手,HarmonyOS 7官方演示；需HOTA支持,官网宽屏手机形态演示，机型/build未标；已展示主题详情到编辑，不证明主题首页路径或所有手机布局。,中国大陆,官方演示／待HOTA,原生应用 AI,华为主题详情 > AI个性化 > 编辑页,主题详情点击AI个性化，进入编辑预览,触控 | 文本,华为主题AI创作编辑页,混合方式,混合方式,主题个性化生成,官网演示出现新人物预览及应用按钮；未演示应用到锁屏,官方主题详情到AI个性化编辑、键盘输入与新预览；未点击应用或展示退出。官网脚注9需HOTA，机型/build未标。,N-H01,B,主题详情点击AI个性化，进入编辑预览 | 通过键盘输入修改要求并提交 | 查看新人物预览；应用按钮可见但未点击,H7-V11,官方功能示意，设备形态见媒体,LOCAL_CLIP,2026-09-08独立官方证据审核；确切范围见evidence_ids、version与limitations。UX为桌研推断。,,,,,HUA-F27,主题个性化与新预览,79,https://consumer.huawei.com/cn/harmonyos-7/ | https://consumer.huawei.com/content/dam/huawei-cbg-site/cn/mkt/harmonyos-7/video/xiaoyi/xiaoyi-agent-6.mp4
HUA-E047,huawei,小艺帮帮忙：对话发起单次代操作,小艺／对应华为原生应用助手,HarmonyOS 6.0及以上；众测小艺11.6.2.310及以上；7.0系统新机型停止提供,中国大陆华为手机；严格按引用支持页的系统、机型和App版本适配。跨端示例另标；AI模型型号与部署位置未核定。,中国大陆,众测／7.0新机型停止,原生应用 AI,小艺对话与任务导航条,唤醒后明确说出应用与要完成的任务,语音 | 文本 | 触控,小艺对话与任务导航条,混合方式,混合方式,应用代操作,应用代操作；具体可确认结果见flow_steps与limitations,7.0系统的新机型不再提供服务，并涉及个人技能；不能扩大成所有升级7.0的旧机立即停止。微信、小程序、元服务、卓易通等不支持；锁屏会结束任务。,N-H02 | HW26-S01,A,唤醒小艺，明确说出目标应用与任务 | 需要补充信息或手动决定时，按提示处理后继续 | 通过任务导航条查看进度；需终止时点击停止并结束,HW26-01 | HW26-02,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,2026-09-09已检查历史教学发起、收至后台与返回任务片段；机型/build未显示。未录到任务终止。,,,,,HUA-F28,帮帮忙代操作与教学,81,https://consumer.huawei.com/cn/support/content/zh-cn16073021/ | https://harmonyos.cool/docs/ai/xiaoyi-help
HUA-E048,huawei,小艺帮帮忙：个人技能教学,小艺／对应华为原生应用助手,依小艺帮帮忙众测条件；7.0新机型停止相关个人技能服务,中国大陆华为手机；严格按引用支持页的系统、机型和App版本适配。跨端示例另标；AI模型型号与部署位置未核定。,中国大陆,众测／7.0新机型停止,原生应用 AI,帮帮忙个人技能,进入教学流程后通过截图、在线教学或演示教授操作,触控 | 语音 | 文本,帮帮忙个人技能,混合方式,混合方式,个人技能配置,个人技能配置；具体可确认结果见flow_steps与limitations,教学限单应用；个人技能不能承诺迁移到Claw；7.0新机型停止服务。,N-H02,A,在仍支持的机型进入小艺帮帮忙教学功能 | 选择文档支持的截图、在线或演示教学方式 | 围绕单一应用说明并演示要做的操作 | 保存个人技能，并通过对话调用验证,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,2026-09-08独立官方证据审核；确切范围见evidence_ids、version与limitations。UX为桌研推断。,,,,,HUA-F28,帮帮忙代操作与教学,81,https://consumer.huawei.com/cn/support/content/zh-cn16073021/
HUA-E049,huawei,小艺帮帮忙：定时任务提醒后执行,小艺／对应华为原生应用助手,依小艺帮帮忙众测条件；7.0新机型停止,中国大陆华为手机；严格按引用支持页的系统、机型和App版本适配。跨端示例另标；AI模型型号与部署位置未核定。,中国大陆,众测／7.0新机型停止,原生应用 AI,帮帮忙任务与通知,设定执行时间，到时按通知与解锁要求继续,文本 | 语音 | 触控,帮帮忙任务与通知,混合方式,混合方式,定时任务,定时任务；具体可确认结果见flow_steps与limitations,不是锁屏下自动操作；任务冲突、前台使用等可能转通知提示。,N-H02,A,在仍支持的机型向小艺提出带执行时间的任务 | 检查保存的任务要求 | 到时查看通知；手机锁定时先解锁并按提示执行 | 处理必要的人工确认并查看结果,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,2026-09-08独立官方证据审核；确切范围见evidence_ids、version与limitations。UX为桌研推断。,,,,,HUA-F28,帮帮忙代操作与教学,81,https://consumer.huawei.com/cn/support/content/zh-cn16073021/
HUA-E063,huawei,图库编辑 > AI修图工具,小艺／华为原生应用,文档HarmonyOS7.0/6.1；历史HarmonyOS5视频菜单名为小艺修图,手机；机型与系统/app build以各来源为准，不从标题或功能名称反推,中国大陆；按来源列明手机与版本适配,正式可用（文档/机型限定；视频为历史官方演示）,原生应用 AI,图库 > 照片 > 编辑 > AI修图,图库打开照片，点编辑，再点AI修图；历史片点“小艺修图”,触控,当前图库照片；按工具作用于选中的背景、主体或整张图片,混合方式,圈选／框选 | 点击对象 | 自动对象识别,人像精修 | 智能/手动消除 | 消除屏纹（菜单存在时） | 消除反光 | 魔法移图 | 背景虚化/去色 | 智能扩图 | 魔法表情 | 沾色 | 保存覆盖或另存 | 一键还原编辑效果,文档支持对比、撤销、覆盖或另存及还原；视频未点击保存、撤销或返回,6.1/7完整工具菜单来自文档，不能标为5.x视频全部执行；消除屏纹菜单不存在则不支持。扩图涉及云端处理。视频只证明编辑进入、背景选区、开始消除与结果；保存/还原仅文档，未展示退出。与导航条对话修图HUA-E017分离。,HW28-S02 | HW28-S01,A,图库打开照片，点击编辑 > AI修图 | 选择人像精修、消除、魔法移图、背景、扩图、魔法表情或沾色等；支持情况按机型 | 历史视频：智选画线选中背景路人，点开始消除并查看结果 | 文档支持对比、撤销、覆盖或另存及还原；视频未点击保存、撤销或返回,HW28-03,来源完整帧与手机局部；历史演示按版本标注,LOCAL_CLIP,V28：本地官方正文与独立review；新clip由new-clips按feature_ids自动映射。,,,,,HUA-F32,图库AI修图工具,77,https://consumer.huawei.com/cn/support/content/zh-cn16108281/ | https://consumer.huawei.com/cn/harmonyos-next/
HUA-E064,huawei,备忘录内录音转写,小艺／华为原生应用,手机文档涵盖HarmonyOS5.0/5.1/6.0/6.1/7.0；视频为HarmonyOS5历史展示,手机；机型与系统/app build以各来源为准，不从标题或功能名称反推,中国大陆；按来源列明手机与版本适配,正式可用（文档/机型限定；视频为历史官方演示）,原生应用 AI,备忘录 > 备忘 > 添加 > 语音,文档：备忘录 > 备忘，点添加图标再点语音图标开始录音,触控 | 现场音频,当前录音输入；收音与转写，不指向屏幕对象,无指代,无指代,录音 | 发言人区分转写 | 转写搜索/文本替换 | 转写添加至原文,转写更多菜单点添加至原文，回到备忘正文；未返回备忘列表,启动与查看转写路径来自手机官方文档及图标alt，不由历史视频推测；视频0秒已录音，0.2–0.6秒停止，约3.2秒转写回填。一个备忘仅一条录音、不超过2小时（文档限定）；视频未验证持久化重开、笔记保存勾或退出。不是独立录音机E018，也不是慧记E058。,HW28-S05 | HW28-S01,A,文档：备忘录 > 备忘 > 添加 > 语音开始录音；片头已经在录音转写中 | 点击停止结束录音；文档说明录音自动保存 | 文档：录音尾部更多 > 查看录音转写；视频此时已显示转写页 | 转写更多菜单点添加至原文，回到备忘正文；未返回备忘列表,HW28-04,来源完整帧与手机局部；历史演示按版本标注,LOCAL_CLIP,V28：本地官方正文与独立review；新clip由new-clips按feature_ids自动映射。,,,,,HUA-F33,备忘录转写与AI整理,72,https://consumer.huawei.com/cn/support/content/zh-cn16075384/ | https://consumer.huawei.com/cn/harmonyos-next/
HUA-E065,huawei,备忘录小艺帮写AI > 智能摘要/整理,小艺／华为原生应用,官方整理文档HarmonyOS5.0/5.1；视频HarmonyOS5历史展示,手机；机型与系统/app build以各来源为准，不从标题或功能名称反推,中国大陆；按来源列明手机与版本适配,正式可用（文档/机型限定；视频为历史官方演示）,原生应用 AI,备忘录 > 备忘正文编辑 > 小艺帮写AI,打开备忘并点正文进入编辑，点小艺帮写AI，再选智能摘要,触控,当前备忘录正文,无指代,无指代,智能摘要 | 智能排版：分段小结/会议排版 | 润色改写：正式/优化/文艺/轻松 | 复制结果 | 替换原文 | 摘要卡添加至原文,摘要卡置顶回填并返回笔记正文；未点击保存勾、返回列表或退出,需先登录华为账号。视频只展示智能摘要与添加至原文；复制、替换、排版、润色为文档能力，未在该片执行。摘要添加至原文置顶为卡片；排版/润色的“添加至”为新建备忘，不能混写。没有录音机/慧记智能体入口。,HW28-S03 | HW28-S01,A,打开备忘，点击正文进入编辑状态 | 点击小艺帮写AI > 智能摘要；智能排版/润色为同菜单文档支线 | 核对摘要，点击添加至原文 | 摘要卡置顶回填并返回笔记正文；未点击保存勾、返回列表或退出,HW28-04,来源完整帧与手机局部；历史演示按版本标注,LOCAL_CLIP,V28：本地官方正文与独立review；新clip由new-clips按feature_ids自动映射。,,,,,HUA-F33,备忘录转写与AI整理,72,https://consumer.huawei.com/cn/support/content/zh-cn16025864/ | https://consumer.huawei.com/cn/harmonyos-next/
APL-E001,apple,Hey Siri 语音唤醒,Siri / Apple Intelligence,iOS 26 文档；传统 Siri 入口早于 Apple Intelligence,兼容 Siri 的 iPhone；Apple Intelligence 增强仅限其支持机型。,Siri 支持地区；传统 Siri 与 Apple Intelligence 的大陆限制分开,正式可用,语音唤醒,系统全局,说出已配置的 Hey Siri 或 Siri → 说出请求,语音,系统全局,无指代,无指代 | 对话指代,通用问答 | 设备控制,通用问答；设备控制,随设备、地区、语言和应用版本变化,APL-QA-S009 | AP29-S01,A,说出已配置的 Hey Siri 或 Siri | 说出请求 | 查看或听取结果,AP29-01,来源完整帧与可追溯手机局部；实际版本按片标注,PARTIAL_FLOW_LOCAL_CLIP,截至2026-09-08读取官方正文，修订范围及动作；不以官方域名代替逐项证据。,,,,,APL-F01,Siri语音与侧键,83,https://support.apple.com/guide/iphone/turn-on-and-activate-siri-iph83aad8922/26/ios/26 | https://www.youtube.com/watch?v=fRoGFqfcCh8
APL-E002,apple,长按侧边键唤醒 Siri,Siri / Apple Intelligence,iOS 26 文档；传统 Siri 入口,此条限 Face ID iPhone；Home 键机型使用长按 Home，不能写成长按侧键。,Siri 支持地区；Apple Intelligence 增强按其额外限制,正式可用,物理按键,机身侧边键,长按侧边键 → 说出请求,触控/按键,机身侧边键,无指代,无指代 | 对话指代,通用问答 | 设备控制,通用问答；设备控制,随设备、地区、语言和应用版本变化,APL-QA-S009,A,长按侧边键 | 说出请求 | 查看或听取结果,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08读取官方正文，修订范围及动作；不以官方域名代替逐项证据。,,,,,APL-F01,Siri语音与侧键,83,https://support.apple.com/guide/iphone/turn-on-and-activate-siri-iph83aad8922/26/ios/26
APL-E003,apple,Type to Siri：双击屏幕底部,Siri / Apple Intelligence,iOS 26 文档（并非所有功能始于 iOS 26）,iPhone 15 Pro/Pro Max、iPhone 16 系列及后续兼容机型；须开启 Apple Intelligence。具体大模型版本未由入口文档公开。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,导航条／Home,屏幕底部／Siri 输入,双击屏幕底部 → 键入请求并提交,系统主动,屏幕底部／Siri 输入,无指代,无指代 | 对话指代,文字问答 | 连续对话,文字问答；连续对话,随设备、地区、语言和应用版本变化,APL-QA-S001 | APL-QA-S014,A,双击屏幕底部 | 键入请求并提交 | 查看回复或继续追问,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,官方直接说明双击底部；旧式辅助功能 Type to Siri 需先开启再按键激活，是另一配置路径。,,,,,APL-F02,Type to Siri,84,https://support.apple.com/guide/iphone/use-apple-intelligence-with-siri-iph17bafe0f6/26/ios/26 | https://support.apple.com/en-us/121115
APL-E004,apple,Camera Control 视觉智能,Siri / Apple Intelligence,iOS 26 文档（并非所有功能始于 iOS 26）,有 Camera Control 且支持 Apple Intelligence 的 iPhone；不适用于无此按键机型。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,物理按键,Camera Control,按住 Camera Control → 将相机对准目标,触控/按键,Camera Control,混合方式,混合方式 | 相机取景 | 自动对象识别 | 点击对象,实景视觉搜索,实景视觉搜索,仅支持 Camera Control 的机型,APL-QA-S015 | APL-QA-S014,A,按住 Camera Control | 将相机对准目标 | 点击搜索按钮 | 查看视觉搜索结果,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08读取官方正文，修订范围及动作；不以官方域名代替逐项证据。,,,,,APL-F03,视觉智能实景入口,85,https://support.apple.com/guide/iphone/use-visual-intelligence-iph12eb1545e/26/ios/26 | https://support.apple.com/en-us/121115
APL-E005,apple,Action Button 视觉智能,Siri / Apple Intelligence,iOS 26 文档（并非所有功能始于 iOS 26）,本来源明确列 iPhone 15 Pro/Pro Max、16e、17e 的替代入口；须支持 Apple Intelligence。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,物理按键,Action Button,长按已配置的 Action button → 将相机对准目标,触控/按键,Action Button,混合方式,混合方式 | 相机取景 | 自动对象识别 | 点击对象,实景视觉搜索,实景视觉搜索,iPhone 17e、16e、15 Pro/Pro Max 等无 Camera Control 的支持机型,APL-QA-S015 | APL-QA-S014,A,长按已配置的 Action button | 将相机对准目标 | 点击搜索按钮 | 查看结果,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08读取官方正文，修订范围及动作；不以官方域名代替逐项证据。,,,,,APL-F03,视觉智能实景入口,85,https://support.apple.com/guide/iphone/use-visual-intelligence-iph12eb1545e/26/ios/26 | https://support.apple.com/en-us/121115
APL-E007,apple,控制中心视觉智能,Siri / Apple Intelligence,iOS 26 文档（并非所有功能始于 iOS 26）,iPhone 15 Pro/Pro Max、iPhone 16 系列及后续兼容机型；须开启 Apple Intelligence。具体大模型版本未由入口文档公开。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,锁屏／控制中心,控制中心,从屏幕右上角下滑打开控制中心 → 点击视觉智能控件,触控/按键 | 触控,控制中心,混合方式,混合方式 | 相机取景 | 自动对象识别 | 点击对象,实景视觉理解,实景视觉理解,Apple Intelligence 支持机型,APL-QA-S015 | APL-QA-S014,A,从屏幕右上角下滑打开控制中心 | 点击视觉智能控件 | 将相机对准目标 | 选择搜索或文字动作,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08读取官方正文，修订范围及动作；不以官方域名代替逐项证据。,,,,,APL-F03,视觉智能实景入口,85,https://support.apple.com/guide/iphone/use-visual-intelligence-iph12eb1545e/26/ios/26 | https://support.apple.com/en-us/121115
APL-E008,apple,截屏进入视觉智能,Siri / Apple Intelligence,iOS 26 截屏视觉智能,iPhone 15 Pro/Pro Max、iPhone 16 系列及后续兼容机型；须开启 Apple Intelligence。具体大模型版本未由入口文档公开。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,截屏,系统截屏编辑器,同时短按并松开侧边键与音量上键 → 在截屏上划过要查找的对象,触控/按键,系统截屏编辑器,截图裁切,截图裁切 | 圈选／框选,屏幕对象搜索 | 屏幕文字理解,屏幕对象搜索；屏幕文字理解,Apple Intelligence 支持机型；部分能力依语言与地区,APL-QA-S015 | APL-QA-S014,A,同时短按并松开侧边键与音量上键 | 在截屏上划过要查找的对象 | 查看搜索结果 | 选择保存或删除截屏,MED-I006 | A26-V01,有界面/功能示意（见媒体边界）,LOCAL_CLIP,划选属于此入口内部的指代步骤；不同内容还可出现日历、网址、摘要等动作，不是每张截屏都有。,,,,,APL-F04,截图视觉智能,85,https://support.apple.com/guide/iphone/use-visual-intelligence-iph12eb1545e/26/ios/26 | https://support.apple.com/en-us/121115 | https://www.apple.com/newsroom/videos/2025/autoplay/06/apple-elevates-the-iphone-experience-with-ios-26/apple-wwdc25-ios-26-visual-intelligence-with-etsy/large_2x.mp4
APL-E038,apple,Camera Live Text 选字,Live Text（非 Apple Intelligence 专属）,iOS 26 文档；传统 Live Text,支持 Live Text 的 iPhone；不要求 Apple Intelligence，具体最低机型本来源未列。,Live Text 支持地区/语种,地区/机型限定,相机实景,Camera 文字识别框,打开 Camera 并对准文字 → 出现黄色检测框后点击文字检测按钮,触控 | 视觉,Camera 文字识别框,相机取景,相机取景 | 文本选择,OCR | 文本翻译,OCR；文本翻译,随设备、地区、语言和应用版本变化,SRC-083,A,打开 Camera 并对准文字 | 出现黄色检测框后点击文字检测按钮 | 长按文字并拖动选区端点 | 选择复制、翻译、查询或分享,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08读取官方正文，修订范围及动作；不以官方域名代替逐项证据。,,,,,APL-F05,实况文本与视觉查询,87,https://support.apple.com/guide/iphone/use-live-text-iphcf0b71b0e/26/ios/26
